artiste,titre,weight
Tona Glover,Infidelity,33791
Tona Glover,Dopamine,21605
Tona Glover,Fumbled,26271
Tona Glover,Sex & Studios,15612
Tona Glover,Already?,16304
Joji,SLOW DANCING IN THE DARK,38914886
Joji,Glimpse of Us,32325638
Joji,YEAH RIGHT,18916429
Joji,Worldstar Money (Interlude),16164587
Joji,Sanctuary,16112745
Joji,Die for You,16150728
Joji,Will He,12535865
Joji,Gimme Love,12507929
Joji,Run,11730776
Joji,CAN'T GET OVER YOU (feat. Clams Casino),8269360
Greek,Hmu,875995
Greek,safety,612749
Greek,VIRGINIA CREEPER,512163
Greek,RIPCORD,436191
Greek,2:35 AM,180673
Greek,rewind,268138
Greek,bones,213606
Greek,dance,179133
Greek,Alive,107632
Greek,Call Me,93463
Zeke Bleu,ME&U,283501
Zeke Bleu,A New Life,259992
Zeke Bleu,After Hours,50548
Zeke Bleu,A New Life (Slowed),36261
Zeke Bleu,Daydream,26518
Zeke Bleu,Cameraphone,18048
Zeke Bleu,Under My Skin,21185
Zeke Bleu,Who Is He,21991
Zeke Bleu,Hollow Ground,15472
Zeke Bleu,The Way I feel,13540
Karri,SWV,395864
Karri,Impromptu,326446
Karri,Oakland Pt. 2,305524
Karri,only u,227310
Karri,3am in Oakland,203047
Karri,go,157211
Karri,Kiki,140016
Karri,415 to the 6,99546
Karri,Upperhand,88531
Karri,550's & Leon Dore,104412
Man-Made Sunshine,Life's Gonna Kill You (If You Let It),174835
Man-Made Sunshine,Big,110920
Man-Made Sunshine,Brain In A Jar,141144
Man-Made Sunshine,Rosebud,95829
Man-Made Sunshine,Little Bird,71758
Man-Made Sunshine,LOVE WINS FOREVER,34410
Man-Made Sunshine,I Have More Than One Soul,26368
Man-Made Sunshine,"For You, I'd Do Anything",14303
Man-Made Sunshine,Every Little Thing That You Do,15476
Man-Made Sunshine,With Him,13183
Friday Pilots Club,End of It,1607703
Friday Pilots Club,For The Wicked,877327
Friday Pilots Club,Better With,566988
Friday Pilots Club,We Don't Wanna Talk,536414
Friday Pilots Club,Gold and Bones,573398
Friday Pilots Club,Vampire Disco,521254
Friday Pilots Club,Spectator,461781
Friday Pilots Club,Hot Mess,570797
Friday Pilots Club,Sleeping on the Ceiling,415005
Friday Pilots Club,Life Support,341753
Himalayas,Thank God I'm Not You,944345
Himalayas,Sigh on a Hurricane,366830
Himalayas,From Hell to Here,238307
Himalayas,Alone,198453
Himalayas,Cheap Thrills,173829
Himalayas,Leave This Place,121475
Himalayas,Flatline,102438
Himalayas,Ecstasy,92624
Himalayas,The Masquerade,93340
Himalayas,We Love To Hate,79224
Airways,Reckless Tongue,484938
Airways,Me and My Brain,214941
Airways,Slow,169207
Airways,Alien,142530
Airways,White Noise Boys,178160
Airways,Blue Gasoline,119880
Airways,One Foot,82269
Airways,Will It Tear Us Apart,64239
Airways,Out Of Luck,60024
Airways,Trampoline,119956
The Amazons,Black Magic,617209
The Amazons,In My Mind,402507
The Amazons,Doubt It,235803
The Amazons,Junk Food Forever,152779
The Amazons,Ultraviolet,169528
The Amazons,Mother,172556
The Amazons,Stay With Me,144060
The Amazons,Ready For Something,108684
The Amazons,Mother - Single Version,80759
The Amazons,Little Something,82321
Des Rocs,Let Me Live / Let Me Die,891087
Des Rocs,Used to the Darkness,944504
Des Rocs,This is Our Life,300134
Des Rocs,"Maybe, I",305995
Des Rocs,Outta My Mind,242781
Des Rocs,Hvy Mtl Drmr,254946
Des Rocs,Dead Ringer,231817
Des Rocs,Wayne,224729
Des Rocs,Nothing Personal,289191
Des Rocs,Hanging by a Thread,169173
YONAKA,Seize the Power,823465
YONAKA,Teach Me To Fight,416042
YONAKA,Clique,345774
YONAKA,Call Me a Saint,332692
YONAKA,Rockstar,309106
YONAKA,Punch Bag,242227
YONAKA,Creature,339513
YONAKA,PREDATOR,187926
YONAKA,Lose Our Heads,241644
YONAKA,Ordinary,205366
Betcha,July,592078
Betcha,Jaded,260387
Betcha,Swim Naked,191437
Betcha,California,114281
Betcha,Lucy Lucy,137051
Betcha,Pleasure,144041
Betcha,Trippin,115089
Betcha,Closer to the Sun,66048
Betcha,If That's Alright,55052
Betcha,Coincidental,43170
Daniel Balavoine,Le Chanteur,305299
Daniel Balavoine,L'Aziza,218779
Daniel Balavoine,Mon Fils Ma Bataille,220032
Daniel Balavoine,Tous Les Cris Les S.O.S.,223397
Daniel Balavoine,Vivre Ou Survivre,129154
Daniel Balavoine,Je Ne Suis Pas Un Héros,115133
Daniel Balavoine,La Vie Ne M'Apprend Rien,105113
Daniel Balavoine,Sauver l'amour,89600
Daniel Balavoine,Dieu Que C'Est Beau,41028
Daniel Balavoine,Quand On Arrive En Ville - remastered,56572
France Gall,Laisse Tomber Les Filles,589946
France Gall,"Poupée de cire, poupée de son",640983
France Gall,"Ella, elle l'a",394767
France Gall,"Ella, elle l'a - Remasterisé en 2004",319735
France Gall,Il jouait du piano debout - Remasterisé En 2004,154198
France Gall,Les Sucettes,127693
France Gall,Poupee de cire poupee de son,152284
France Gall,Résiste - Remasterisé en 2004,109730
France Gall,Il Jouait du Piano Debout,119926
France Gall,"Poupee de Cire, Poupee de Son",100558
Alain Souchon,Foule Sentimentale,363173
Alain Souchon,Le baiser,140448
Alain Souchon,La vie ne vaut rien,113339
Alain Souchon,La ballade de Jim,97041
Alain Souchon,Sous Les Jupes Des Filles,79609
Alain Souchon,Rive gauche,73727
Alain Souchon,J'ai dix ans,77358
Alain Souchon,L'amour à la machine,75694
Alain Souchon,Ultra moderne solitude,49182
Alain Souchon,Les Regrets,49101
Jean-Jacques Goldman,Quand La Musique Est Bonne,167404
Jean-Jacques Goldman,Je te donne,173225
Jean-Jacques Goldman,Envole-Moi,114532
Jean-Jacques Goldman,Au Bout De Mes Rêves,103814
Jean-Jacques Goldman,Je Marche Seul,99991
Jean-Jacques Goldman,Comme toi,101614
Jean-Jacques Goldman,Encore Un Matin,71617
Jean-Jacques Goldman,Doux,44741
Jean-Jacques Goldman,Puisque tu pars,79869
Jean-Jacques Goldman,On Ira,75183
Véronique Sanson,Chanson sur ma drôle de vie - Remasterisé en 2008,315101
Véronique Sanson,Chanson sur ma drôle de vie,101742
Véronique Sanson,Amoureuse,78210
Véronique Sanson,Besoin De Personne,57651
Véronique Sanson,Amoureuse - Remasterisé en 2008,38938
Véronique Sanson,Bahia,37713
Véronique Sanson,Bahia - Remasterisé en 2008,24719
Véronique Sanson,Une nuit sur son épaule,27985
Véronique Sanson,Vancouver,23562
Véronique Sanson,Ma Révérence,21281
Francis Cabrel,Petite Marie,184054
Francis Cabrel,Je l'aime à mourir - Remastered,196944
Francis Cabrel,La corrida,166269
Francis Cabrel,Je l'aime à mourir,180270
Francis Cabrel,L'Encre De Tes Yeux,115097
Francis Cabrel,"Je t'aimais, je t'aime, je t'aimerai",125497
Francis Cabrel,Octobre,85393
Francis Cabrel,La Cabane Du Pêcheur,67533
Francis Cabrel,Encore Et Encore,102254
Francis Cabrel,"Je t'aimais, je t'aime, je t'aimerai - Remastered",106679
Eddy Mitchell,Couleur menthe à l'eau,145075
Eddy Mitchell,Sur La Route De Memphis,103601
Eddy Mitchell,La Dernière Séance,77453
Eddy Mitchell,Pas De Boogie Woogie,76793
Eddy Mitchell,Toujours Un Coin Qui Me Rappelle,38561
Eddy Mitchell,Il Ne Rentre Pas Ce Soir,45522
Eddy Mitchell,La même tribu - Version 2,26035
Eddy Mitchell,Couleur Menthe A L'Eau,29293
Eddy Mitchell,Rio Grande,20804
Eddy Mitchell,Tu Peux Préparer Le Café Noir,25469
Julien Clerc,Ma préférence,181880
Julien Clerc,Ce n'est rien,165109
Julien Clerc,This Melody,57647
Julien Clerc,Si On Chantait,48721
Julien Clerc,Laissons Entrer Le Soleil,51914
Julien Clerc,Fais-moi une place,46122
Julien Clerc,Elle Voulait Qu'on L'appelle Venise,42682
Julien Clerc,La Californie,32861
Julien Clerc,Hélène,33899
Julien Clerc,Mélissa,32500
Johnny Hallyday,Je te promets,192974
Johnny Hallyday,L'Envie,150641
Johnny Hallyday,Le Pénitencier,116829
Johnny Hallyday,Allumer Le Feu,100005
Johnny Hallyday,Que Je T'Aime,86271
Johnny Hallyday,Quelque Chose De Tennessee,82204
Johnny Hallyday,Noir C'Est Noir,44666
Johnny Hallyday,Gabrielle,55832
Johnny Hallyday,Requiem Pour Un Fou,62170
Johnny Hallyday,Laura,44818
Laurent Voulzy,Rockollection,132790
Laurent Voulzy,Le pouvoir des fleurs,76407
Laurent Voulzy,Le Coeur Grenadine,59391
Laurent Voulzy,La Fille D'Avril,47107
Laurent Voulzy,Le soleil donne,39597
Laurent Voulzy,Jeanne,50324
Laurent Voulzy,Derniers Baisers,29079
Laurent Voulzy,Cocktail chez Mademoiselle,35256
Laurent Voulzy,Karin Redinger,25666
Laurent Voulzy,"Belle-île-en-mer, Marie-galante",32161
ARTBAT,Best of Me - Radio Edit,241801
ARTBAT,Closer,169214
ARTBAT,Horizon,132562
ARTBAT,Tibet,83284
ARTBAT,Take Off,66905
ARTBAT,It's Ours - Short Mix,45276
ARTBAT,Love is Gonna Save Us,58189
ARTBAT,Coming Home (feat. John Martin) - Vintage Culture Remix,63724
ARTBAT,Upperground,44608
ARTBAT,She The Last One,54755
Kevin De Vries,Metro,204297
Kevin De Vries,Dance With Me,180613
Kevin De Vries,Saga,31596
Kevin De Vries,Tokyo Nights,23747
Kevin De Vries,Pegasus,15765
Kevin De Vries,Sciamachy,14262
Kevin De Vries,Dragon of Eden - Original Mix,17739
Kevin De Vries,Life,11194
Kevin De Vries,Born Like That,11974
Kevin De Vries,Gloria,9732
Agents Of Time,The Mirage,73002
Agents Of Time,Zodiac,66390
Agents Of Time,Friend Of Mine,36002
Agents Of Time,Pulses,25556
Agents Of Time,Dream Vision,23708
Agents Of Time,Under Control,12691
Agents Of Time,Vertigo,16765
Agents Of Time,Nazgul,10106
Agents Of Time,Collide,11331
Agents Of Time,Drain,12987
Loofy,Last Night,340832
Loofy,Last Night - Anyma x Layton Giordani Remix,198588
Loofy,Last Night (Anyma x Layton Giordani Remix),4076
Loofy,Time,3802
Loofy,Mood All Summer,1233
Loofy,Forever,1471
Loofy,Mashallah,1378
Loofy,Fall In Sync,1096
Loofy,New Year,674
Loofy,Hometown Hip Hop ft. Jonnny B & Hailey of MS (Demo) [Prod. Weird Eye],959
Colyn,Resolve,49841
Colyn,Jatayu,43199
Colyn,Bridges In The Sky (feat. Maurits Colijn),32791
Colyn,The Future Is The Past,28051
Colyn,Oxygen Levels Low,24619
Colyn,Concepts Of Love,21184
Colyn,Orbital Hypnosis - Erly Tepshi Remix,16757
Colyn,Martian,12819
Colyn,It's All Over,15407
Colyn,Obnoxious Desire,13980
Silver Panda,Lift Me Up,15339
Silver Panda,Welcome The Night,20109
Silver Panda,Soul Connection,5075
Silver Panda,We Call This Acid,4935
Silver Panda,Underground,4191
Silver Panda,African,4379
Silver Panda,Human Heart,3331
Silver Panda,Four Elements,2840
Silver Panda,Trigger Me,2050
Silver Panda,GOOD TIMES,1687
Armin van Buuren,This Is What It Feels Like,2425279
Armin van Buuren,Blah Blah Blah,1565870
Armin van Buuren,In and Out of Love,1763837
Armin van Buuren,Another You,580979
Armin van Buuren,On & On,708411
Armin van Buuren,Shivers,546324
Armin van Buuren,Great Spirit,616081
Armin van Buuren,No Fun,503842
Armin van Buuren,Drowning - Avicii Remix,362044
Armin van Buuren,Imagine,419154
Tiësto,10:35,4754847
Tiësto,The Motto,4412590
Tiësto,Jackie Chan,3197814
Tiësto,Wasted,2285560
Tiësto,The Business,2849527
Tiësto,Red Lights,1939187
Tiësto,Don't Be Shy,1787824
Tiësto,Lay Low,2007691
Tiësto,Adagio for Strings,1397046
Tiësto,Hot in It,2555612
Kölsch,Grey,307020
Kölsch,Loreley,188754
Kölsch,Goldfisch,155400
Kölsch,Der Alte,127417
Kölsch,Opa,109104
Kölsch,HAL,104996
Kölsch,Bloodline feat. Tomas Høffding,79720
Kölsch,All That Matters,101907
Kölsch,14,55124
Kölsch,1989 (feat. Ludwig Kölsch),35743
Amelie Lens,Follow,149966
Amelie Lens,In Silence,124845
Amelie Lens,Feel It,142921
Amelie Lens,Falling For You,175077
Amelie Lens,Breathe,149034
Amelie Lens,You And Me,95786
Amelie Lens,Purge,67229
Amelie Lens,Hypnotized - Joyhauser Remix,56228
Amelie Lens,Drift,51170
Amelie Lens,Serenity,47561
